/home/daniel/Projects/faces-rec/log/detector/log_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/error_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/debug_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/feat_anal_1403999440.txt
Detection started for: /home/daniel/Projects/faces-rec/classifiers/states/classifier_1677_17_170

NEW SUBWINDOW
IS FACE CASCADE
HYPOTHESIS 10
1.50000 SW:(0, 1) ORIGINAL: (0, 1) FINAL: (0, 2) MASK_SIZE: (33, 9)  FILTER 2100
1.50000 SW:(0, 1) ORIGINAL: (16, 1) FINAL: (24, 2) MASK_SIZE: (12, 9)  FILTER 2832
1.50000 SW:(0, 1) ORIGINAL: (1, 12) FINAL: (1, 19) MASK_SIZE: (10, 13)  FILTER 2460
1.50000 SW:(0, 1) ORIGINAL: (4, 11) FINAL: (6, 17) MASK_SIZE: (9, 19)  FILTER 4489
1.50000 SW:(0, 1) ORIGINAL: (16, 14) FINAL: (24, 22) MASK_SIZE: (9, 9)  FILTER 238
1.50000 SW:(0, 1) ORIGINAL: (0, 4) FINAL: (0, 7) MASK_SIZE: (27, 27)  FILTER 6401
1.50000 SW:(0, 1) ORIGINAL: (8, 15) FINAL: (12, 23) MASK_SIZE: (19, 9)  FILTER 2127
1.50000 SW:(0, 1) ORIGINAL: (13, 1) FINAL: (19, 2) MASK_SIZE: (9, 9)  FILTER 236
1.50000 SW:(0, 1) ORIGINAL: (8, 12) FINAL: (12, 19) MASK_SIZE: (10, 10)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (10, 5) FINAL: (15, 8) MASK_SIZE: (16, 9)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (6, 3) FINAL: (9, 5) MASK_SIZE: (19, 12)  FILTER 2806
HYPOTHESIS 18
1.50000 SW:(0, 1) ORIGINAL: (17, 5) FINAL: (25, 8) MASK_SIZE: (10, 13)  FILTER 9397
1.50000 SW:(0, 1) ORIGINAL: (3, 12) FINAL: (4, 19) MASK_SIZE: (22, 15)  FILTER 5558
1.50000 SW:(0, 1) ORIGINAL: (9, 14) FINAL: (13, 22) MASK_SIZE: (15, 12)  FILTER 2838
1.50000 SW:(0, 1) ORIGINAL: (18, 14) FINAL: (27, 22) MASK_SIZE: (9, 10)  FILTER 2330
1.50000 SW:(0, 1) ORIGINAL: (6, 2) FINAL: (9, 4) MASK_SIZE: (24, 30)  FILTER 18
1.50000 SW:(0, 1) ORIGINAL: (0, 3) FINAL: (0, 5) MASK_SIZE: (25, 15)  FILTER 6009
1.50000 SW:(0, 1) ORIGINAL: (3, 10) FINAL: (4, 16) MASK_SIZE: (12, 19)  FILTER 4
1.50000 SW:(0, 1) ORIGINAL: (10, 7) FINAL: (15, 11) MASK_SIZE: (16, 16)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (28, 10)  FILTER 124
1.50000 SW:(0, 1) ORIGINAL: (0, 2) FINAL: (0, 4) MASK_SIZE: (10, 10)  FILTER 40
1.50000 SW:(0, 1) ORIGINAL: (2, 18) FINAL: (3, 28) MASK_SIZE: (15, 9)  FILTER 2142
1.50000 SW:(0, 1) ORIGINAL: (0, 3) FINAL: (0, 5) MASK_SIZE: (30, 30)  FILTER 6
1.50000 SW:(0, 1) ORIGINAL: (2, 4) FINAL: (3, 7) MASK_SIZE: (15, 30)  FILTER 7071
1.50000 SW:(0, 1) ORIGINAL: (18, 3) FINAL: (27, 5) MASK_SIZE: (9, 18)  FILTER 12648
1.50000 SW:(0, 1) ORIGINAL: (10, 2) FINAL: (15, 4) MASK_SIZE: (10, 9)  FILTER 2380
1.50000 SW:(0, 1) ORIGINAL: (16, 1) FINAL: (24, 2) MASK_SIZE: (12, 10)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (8, 0) FINAL: (12, 1) MASK_SIZE: (19, 9)  FILTER 4465
1.50000 SW:(0, 1) ORIGINAL: (0, 2) FINAL: (0, 4) MASK_SIZE: (10, 12)  FILTER 0
HYPOTHESIS 11
1.50000 SW:(0, 1) ORIGINAL: (4, 3) FINAL: (6, 5) MASK_SIZE: (15, 12)  FILTER 2806
1.50000 SW:(0, 1) ORIGINAL: (2, 0) FINAL: (3, 1) MASK_SIZE: (10, 13)  FILTER 9350
1.50000 SW:(0, 1) ORIGINAL: (9, 14) FINAL: (13, 22) MASK_SIZE: (12, 12)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (3, 2) FINAL: (4, 4) MASK_SIZE: (12, 12)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (4, 14) FINAL: (6, 22) MASK_SIZE: (25, 15)  FILTER 3552
1.50000 SW:(0, 1) ORIGINAL: (7, 15) FINAL: (10, 23) MASK_SIZE: (13, 13)  FILTER 249
1.50000 SW:(0, 1) ORIGINAL: (2, 5) FINAL: (3, 8) MASK_SIZE: (9, 12)  FILTER 36
